1.000000000000000000e+00,-1.000000000000000000e+00
8.800000000000001155e-01,-8.000000000000001554e-01
7.600000000000002309e-01,-6.000000000000000888e-01
6.400000000000002354e-01,-4.000000000000001332e-01
5.200000000000002398e-01,-2.000000000000001221e-01
4.000000000000001332e-01,-8.326672684688674053e-17
2.800000000000000822e-01,2.000000000000000389e-01
1.600000000000001976e-01,3.999999999999999667e-01
4.000000000000053513e-02,5.999999999999996447e-01
-7.999999999999944655e-02,7.999999999999996003e-01
-1.999999999999996503e-01,9.999999999999997780e-01
-3.199999999999997291e-01,1.199999999999999734e+00
-4.399999999999996692e-01,1.399999999999999689e+00
-5.599999999999998312e-01,1.600000000000000089e+00
-6.799999999999999378e-01,1.800000000000000711e+00
-7.999999999999998224e-01,2.000000000000000888e+00
-9.199999999999999289e-01,2.200000000000000178e+00
-1.039999999999999591e+00,2.400000000000000799e+00
-1.159999999999999032e+00,2.600000000000000977e+00
-1.279999999999999138e+00,2.800000000000000711e+00
-1.399999999999999689e+00,3.000000000000001332e+00
-1.520000000000000018e+00,3.200000000000001066e+00
-1.640000000000000790e+00,3.400000000000002132e+00
-1.760000000000001119e+00,3.600000000000001865e+00
-1.880000000000000782e+00,3.800000000000000711e+00
-2.000000000000000444e+00,4.000000000000000000e+00
-2.120000000000000551e+00,4.200000000000002842e+00
-2.240000000000000657e+00,4.400000000000003908e+00
-2.360000000000001652e+00,4.600000000000006750e+00
-2.480000000000001315e+00,4.800000000000007816e+00
-2.600000000000001421e+00,5.000000000000008882e+00
-2.720000000000001972e+00,5.200000000000009948e+00
-2.840000000000002078e+00,5.400000000000011902e+00
-2.960000000000003073e+00,5.600000000000012967e+00
-3.080000000000003624e+00,5.800000000000014033e+00
-3.200000000000004619e+00,6.000000000000015987e+00
-3.320000000000004281e+00,6.200000000000015277e+00
-3.440000000000003944e+00,6.400000000000015454e+00
-3.560000000000004494e+00,6.600000000000014744e+00
-3.680000000000004601e+00,6.800000000000014921e+00
-3.800000000000004707e+00,7.000000000000014211e+00
-3.920000000000004814e+00,7.200000000000014388e+00
-4.040000000000004476e+00,7.400000000000014566e+00
-4.160000000000003695e+00,7.600000000000015632e+00
-4.280000000000004690e+00,7.800000000000012257e+00
-4.400000000000006573e+00,8.000000000000014211e+00
-4.520000000000007567e+00,8.200000000000018829e+00
-4.640000000000008562e+00,8.400000000000021672e+00
-4.760000000000009557e+00,8.600000000000024514e+00
-4.880000000000010552e+00,8.800000000000027356e+00
-5.000000000000010658e+00,9.000000000000028422e+00
-5.120000000000011653e+00,9.200000000000029488e+00
-5.240000000000012648e+00,9.400000000000030553e+00
-5.360000000000013642e+00,9.600000000000035172e+00
-5.480000000000011084e+00,9.800000000000029132e+00
-5.600000000000010303e+00,1.000000000000002487e+01
-5.720000000000009521e+00,1.020000000000003126e+01
-5.840000000000012292e+00,1.040000000000003411e+01
-5.960000000000012399e+00,1.060000000000003162e+01
-6.080000000000012506e+00,1.080000000000003268e+01
-6.200000000000013500e+00,1.100000000000003375e+01
-6.320000000000014495e+00,1.120000000000003482e+01
-6.440000000000015490e+00,1.140000000000003588e+01
-6.560000000000014708e+00,1.160000000000003517e+01
-6.680000000000019256e+00,1.180000000000003979e+01
-6.800000000000023803e+00,1.200000000000004441e+01
-6.920000000000025686e+00,1.220000000000004370e+01
-7.040000000000023128e+00,1.240000000000003766e+01
-7.160000000000025011e+00,1.260000000000003872e+01
-7.280000000000026894e+00,1.280000000000003979e+01
-7.400000000000027001e+00,1.300000000000004086e+01
-7.520000000000026219e+00,1.320000000000003837e+01
-7.640000000000026326e+00,1.340000000000003944e+01
-7.760000000000026432e+00,1.360000000000004050e+01
-7.880000000000028315e+00,1.380000000000004157e+01
-8.000000000000030198e+00,1.400000000000004263e+01
-8.120000000000029416e+00,1.420000000000004192e+01
-8.240000000000030411e+00,1.440000000000004121e+01
-8.360000000000029630e+00,1.460000000000004228e+01
-8.480000000000030624e+00,1.480000000000004334e+01
-8.600000000000029843e+00,1.500000000000004263e+01
-8.720000000000030838e+00,1.520000000000004370e+01
-8.840000000000030056e+00,1.540000000000004299e+01
-8.960000000000032827e+00,1.560000000000004050e+01
-9.080000000000033822e+00,1.580000000000003446e+01
-9.200000000000031264e+00,1.600000000000002842e+01
-9.320000000000030482e+00,1.620000000000002771e+01
-9.440000000000031477e+00,1.640000000000003055e+01
-9.560000000000034248e+00,1.660000000000003695e+01
-9.680000000000035243e+00,1.680000000000003979e+01
-9.800000000000036238e+00,1.700000000000004974e+01
-9.920000000000037232e+00,1.720000000000005258e+01
-1.004000000000003645e+01,1.740000000000004832e+01
-1.016000000000003745e+01,1.760000000000004050e+01
-1.028000000000003666e+01,1.780000000000003624e+01
-1.040000000000003766e+01,1.800000000000003197e+01
-1.052000000000003865e+01,1.820000000000002771e+01
-1.064000000000003965e+01,1.840000000000002700e+01
-1.076000000000004064e+01,1.860000000000002629e+01
-1.088000000000003809e+01,1.880000000000002913e+01
-1.100000000000003730e+01,1.900000000000002842e+01
-1.112000000000003830e+01,1.920000000000002771e+01
-1.124000000000003752e+01,1.940000000000003411e+01
-1.136000000000003674e+01,1.960000000000003695e+01
-1.148000000000003951e+01,1.980000000000004690e+01
-1.160000000000004405e+01,2.000000000000006040e+01
-1.172000000000004860e+01,2.020000000000007390e+01
-1.184000000000005315e+01,2.040000000000008384e+01
-1.196000000000005592e+01,2.060000000000009379e+01
-1.208000000000005514e+01,2.080000000000010374e+01
-1.220000000000005613e+01,2.100000000000010658e+01
-1.232000000000005713e+01,2.120000000000010942e+01
-1.244000000000005635e+01,2.140000000000010871e+01
-1.256000000000005556e+01,2.160000000000010090e+01
-1.268000000000005301e+01,2.180000000000010374e+01
-1.280000000000005045e+01,2.200000000000011013e+01
-1.292000000000004789e+01,2.220000000000009521e+01
-1.304000000000004533e+01,2.240000000000009095e+01
-1.316000000000004277e+01,2.260000000000008669e+01
-1.328000000000004377e+01,2.280000000000008598e+01
-1.340000000000004121e+01,2.300000000000008527e+01
-1.352000000000004043e+01,2.320000000000008455e+01
-1.364000000000004142e+01,2.340000000000009095e+01
-1.376000000000004597e+01,2.360000000000009734e+01
-1.388000000000005230e+01,2.380000000000009308e+01
-1.400000000000005329e+01,2.400000000000008882e+01
-1.412000000000005251e+01,2.420000000000008811e+01
-1.424000000000005173e+01,2.440000000000008029e+01
-1.436000000000005272e+01,2.460000000000007248e+01
-1.448000000000005016e+01,2.480000000000006111e+01
-1.460000000000004583e+01,2.500000000000005329e+01
-1.472000000000004327e+01,2.520000000000005613e+01
-1.484000000000004071e+01,2.540000000000005898e+01
-1.496000000000003816e+01,2.560000000000006182e+01
-1.508000000000003915e+01,2.580000000000006111e+01
-1.520000000000004192e+01,2.600000000000007105e+01
-1.532000000000004647e+01,2.620000000000008100e+01
-1.544000000000005102e+01,2.640000000000009450e+01
-1.556000000000005556e+01,2.660000000000010090e+01
-1.568000000000006011e+01,2.680000000000010374e+01
-1.580000000000005933e+01,2.700000000000010658e+01
-1.592000000000005500e+01,2.720000000000009877e+01
-1.604000000000005244e+01,2.740000000000008740e+01
-1.616000000000004988e+01,2.760000000000007958e+01
-1.628000000000005087e+01,2.780000000000007887e+01
-1.640000000000004832e+01,2.800000000000007816e+01
-1.652000000000004931e+01,2.820000000000008100e+01
-1.664000000000005031e+01,2.840000000000008384e+01
-1.676000000000005130e+01,2.860000000000008313e+01
-1.688000000000005230e+01,2.880000000000008598e+01
-1.700000000000005329e+01,2.900000000000009948e+01
-1.712000000000005429e+01,2.920000000000009166e+01
-1.724000000000005173e+01,2.940000000000008384e+01
-1.736000000000004917e+01,2.960000000000007248e+01
-1.748000000000003240e+01,2.980000000000006821e+01
-1.760000000000002984e+01,3.000000000000007105e+01
-1.772000000000003794e+01,3.020000000000008100e+01
-1.784000000000004249e+01,3.040000000000008740e+01
-1.796000000000004704e+01,3.060000000000009024e+01
-1.808000000000004803e+01,3.080000000000009663e+01
-1.820000000000005258e+01,3.100000000000009592e+01
-1.832000000000005713e+01,3.120000000000009521e+01
-1.844000000000006168e+01,3.140000000000010161e+01
-1.856000000000007688e+01,3.160000000000011866e+01
-1.868000000000006722e+01,3.180000000000012150e+01
-1.880000000000006821e+01,3.200000000000012079e+01
-1.892000000000006921e+01,3.220000000000010942e+01
-1.904000000000006310e+01,3.240000000000011227e+01
-1.916000000000005699e+01,3.260000000000011511e+01
-1.928000000000004377e+01,3.280000000000011084e+01
-1.940000000000004121e+01,3.300000000000009948e+01
-1.952000000000003865e+01,3.320000000000009521e+01
-1.964000000000003254e+01,3.340000000000008384e+01
-1.976000000000002998e+01,3.360000000000008669e+01
-1.988000000000003098e+01,3.380000000000008953e+01
-2.000000000000002842e+01,3.400000000000006395e+01
-2.012000000000002942e+01,3.420000000000006679e+01
-2.024000000000002331e+01,3.440000000000006963e+01
-2.036000000000002785e+01,3.460000000000007958e+01
-2.048000000000003595e+01,3.480000000000008242e+01
-2.060000000000003695e+01,3.500000000000008527e+01
-2.072000000000004150e+01,3.520000000000008100e+01
-2.084000000000004249e+01,3.540000000000007674e+01
-2.096000000000004349e+01,3.560000000000005116e+01
-2.108000000000004448e+01,3.580000000000006821e+01
