1.682941969615793010e+00,-1.080604611736279530e+00,8.414709848078965049e-01,-1.620906917604419295e+00
1.541477757797938830e+00,-1.274302288397160199e+00,8.241216668984159277e-01,-1.971008997744325475e+00
1.377842890221103067e+00,-1.449672021481809958e+00,8.132004168260675847e-01,-2.275007636391488397e+00
1.194390882724784442e+00,-1.604191515768584875e+00,8.049725404161338638e-01,-2.525252509771469978e+00
9.937602756874738263e-01,-1.735638359355299531e+00,7.950909448924124989e-01,-2.715704937196541380e+00
7.788366846173012670e-01,-1.842121988005769984e+00,7.788366846173011560e-01,-2.842121988005770206e+00
5.527112971282276410e-01,-1.922110876621541786e+00,7.513806279232888574e-01,-2.902177454462783412e+00
3.186364132284923434e-01,-1.974454566751253859e+00,7.080547555371428103e-01,-2.895515560754138740e+00
7.997866837326939038e-02,-1.998400213321955832e+00,6.446211417683044287e-01,-2.823735828231634493e+00
-1.598293879383442806e-01,-1.993603412605238878e+00,5.575267029611781222e-01,-2.690310121952404820e+00
-3.973386615901217667e-01,-1.960133155682483475e+00,4.441323232177746272e-01,-2.500435461550623462e+00
-6.291331212322349709e-01,-1.898470836164881881e+00,3.029059647349913176e-01,-2.260828590641555724e+00
-8.518789301319985574e-01,-1.809503326439927173e+00,1.335707998564615862e-01,-1.979470469340168348e+00
-1.062372395841766570e+00,-1.694510222026832436e+00,-6.279879280026146038e-02,-1.665310699725543575e+00
-1.257586048036936965e+00,-1.555145437501855854e+00,-2.837384171587419290e-01,-1.327943342808768135e+00
-1.434712181799045361e+00,-1.393413418694330996e+00,-5.254147549733639844e-01,-9.772665821471877567e-01
-1.591203240072732061e+00,-1.211640313286925785e+00,-7.827068362531419687e-01,-6.231391960315799672e-01
-1.724808454486676412e+00,-1.012440514465557495e+00,-1.049345273935526013e+00,-2.750467989243114975e-01
-1.833606217543533035e+00,-7.986790588125480816e-01,-1.318104845722069651e+00,5.820969455639968260e-02
-1.916031720578449393e+00,-5.734304192639126940e-01,-1.581043570422545175e+00,3.687919214047457039e-01
-1.970899459976920287e+00,-3.399342858004825163e-01,-1.829779451917054267e+00,6.500582107999630654e-01
-1.997420287951165996e+00,-1.015489698671583618e-01,-2.055794431378747067e+00,8.967458059275946747e-01
-1.995212762638347126e+00,1.382968973081256658e-01,-2.250753864665180348e+00,1.105095089887586202e+00
-1.964308634275236498e+00,3.761536777857624192e-01,-2.406829077570090458e+00,1.272912094119908577e+00
-1.905152388543190245e+00,6.086003421196680696e-01,-2.517010279485909940e+00,1.399568054034084241e+00
-1.818594853651362975e+00,8.322936730942855910e-01,-2.575397348959291399e+00,1.485937293957897420e+00
-1.705880963105751880e+00,1.044016350309415531e+00,-2.577456735519341180e+00,1.534277171650112681e+00
-1.568631850168839215e+00,1.240723224025360283e+00,-2.520233924058356223e+00,1.548056094003776195e+00
-1.408821531540349836e+00,1.419585112724243370e+00,-2.402512535173815245e+00,1.531737639659291217e+00
-1.228748515611421288e+00,1.578029494459063820e+00,-2.224913124447261303e+00,1.490530511019609428e+00
-1.031002743642926101e+00,1.713777506737895973e+00,-1.989927018306062001e+00,1.430115321274661122e+00
-8.184283393440313636e-01,1.824876722783917549e+00,-1.701882995064179838e+00,1.356360051483531670e+00
-5.940827026136605848e-01,1.909729232759254103e+00,-1.366847190169640403e+00,1.275036356816610539e+00
-3.611925357884597232e-01,1.967114626068013905e+00,-9.924591736607710768e-01,1.191548747557755972e+00
-1.231074348598192036e-01,1.996207544190291783e+00,-5.877096142735639406e-01,1.110688027248966314e+00
1.167482868551690395e-01,1.996589551589505573e+00,-1.626672113437415135e-01,1.036419264939135054e+00
3.549248496817290488e-01,1.968255153957027437e+00,2.718354468642477095e-01,9.717130569338087165e-01
5.879966248311429000e-01,1.911611877235330548e+00,7.045458296816515809e-01,9.184269584771397321e-01
8.126114042888417099e-01,1.827474406283085662e+00,1.124152767802233832e+00,8.772418143245608313e-01
1.025538614711455354e+00,1.717052867484198719e+00,1.519651965850076669e+00,8.476553771343808830e-01
